id,numberofopencreditlinesandloans,numberoftimes90dayslate,numberrealestateloansorlines,numberoftime60_89dayspastduenotworse,numberofdependents,y
94415,5,0,1,0,3,0
89124,7,0,1,0,2,1
52767,2,0,0,0,0,0
29555,5,1,2,0,4,1
94336,6,1,2,0,0,1
12845,9,0,0,0,0,1
33061,18,0,1,0,0,0
2604,9,1,2,0,1,1
74360,5,1,0,2,0,1
69534,3,0,0,0,0,1
98923,5,0,0,0,0,0
5180,20,0,1,0,0,0
66597,4,0,1,0,2,0
35125,10,0,0,0,0,1
55913,8,0,0,0,0,1
31623,7,0,0,0,0,1
93809,11,0,1,0,0,0
62935,11,0,2,0,1,1
32120,10,0,0,1,2,1
69410,11,0,1,0,2,0
11524,12,0,1,0,0,1
26685,17,0,1,0,2,0
982,17,0,2,0,2,1
62800,13,0,1,0,0,0
30890,3,0,1,0,2,0
35450,20,0,2,0,0,0
54064,6,0,1,0,0,0
52492,13,1,0,1,0,1
37395,4,0,0,0,0,0
73718,3,0,1,0,0,0
95798,15,0,2,0,1,1
41722,1,0,0,0,0,1
502,13,0,2,1,4,1
3639,4,0,1,0,0,0
45152,4,0,0,0,4,0
58419,15,0,1,0,0,1
13817,19,0,2,0,0,1
68677,5,0,0,0,1,0
2768,1,0,0,0,1,1
60661,6,0,1,0,0,0
60577,5,1,1,0,1,1
68801,3,0,0,0,0,1
56034,7,0,2,0,1,0
6640,10,0,0,0,0,1
51708,4,0,0,0,2,1
18197,4,0,0,0,0,0
38932,2,0,0,0,0,1
51759,15,0,1,0,1,0
64007,7,0,1,0,2,1
48083,9,1,2,1,0,1
46025,8,0,1,0,0,1
66719,1,0,0,0,0,0
74903,10,0,2,0,1,1
79586,7,1,0,1,1,1
55083,23,0,3,0,1,1
8061,6,0,0,0,0,1
18978,5,0,0,0,0,0
11570,11,0,2,0,3,1
41693,3,0,0,0,4,1
21094,1,0,0,0,0,0
63663,12,0,1,0,0,1
89420,11,0,1,0,0,0
48260,8,0,2,0,0,1
59103,4,2,0,0,3,1
75327,0,0,0,0,1,1
25831,4,0,0,0,3,0
32804,5,0,2,0,0,0
89472,15,0,1,0,0,1
50634,6,0,2,0,2,0
2975,7,0,1,0,0,1
9000,3,0,0,1,0,1
36304,5,0,1,0,0,0
59982,6,0,1,0,1,0
32241,18,0,2,0,1,1
23407,9,0,0,0,0,1
71302,2,0,0,0,1,1
17993,7,1,2,2,1,1
19558,10,0,0,0,2,1
25640,16,0,2,0,3,0
4790,0,0,0,0,1,1
54602,14,0,0,0,2,0
58576,16,0,6,0,3,1
92516,17,2,1,1,1,1
77698,7,0,1,0,1,1
14735,6,0,0,0,1,1
60352,8,0,0,0,4,0
87022,3,1,0,0,2,1
66531,8,2,0,0,0,1
46523,5,2,0,1,2,1
933,10,0,0,0,1,0
56609,14,0,1,0,0,0
844,10,0,2,0,0,0
85748,20,0,7,0,0,0
40416,3,0,0,0,2,1
65181,9,0,1,0,1,1
23432,5,1,0,0,1,1
8223,4,0,0,1,1,1
90235,6,1,1,0,1,1
37790,16,0,2,0,0,0
15214,11,0,1,0,0,0
82980,6,0,1,0,1,1
82420,4,4,0,1,1,1
44933,10,0,1,0,0,1
91977,2,0,0,0,0,0
37630,19,0,1,0,0,0
58705,13,0,1,0,0,0
95145,9,1,0,0,2,1
77199,3,0,1,0,2,1
98976,8,0,2,0,2,0
3388,9,0,0,0,0,1
36582,9,0,2,0,1,1
47794,9,0,2,0,0,0
63469,16,0,1,0,0,0
34914,10,0,2,0,0,0
7563,15,0,3,1,1,1
93850,0,98,0,98,0,1
64602,11,0,5,0,2,0
68335,2,0,0,0,0,0
50137,8,0,0,0,0,0
74361,7,0,1,0,1,1
13246,10,0,2,0,2,1
96776,13,0,1,0,2,1
30906,5,1,0,0,0,0
55704,5,0,2,0,3,0
56461,17,0,3,0,1,1
16137,10,2,1,0,0,1
45523,5,0,0,0,1,1
89243,18,0,1,0,0,0
47879,8,0,0,1,0,1
71736,6,0,1,0,2,0
85125,7,0,1,1,2,1
85673,10,1,0,0,1,0
27776,1,0,0,0,0,0
19682,4,0,1,0,0,0
33685,14,0,1,0,0,0
85800,8,0,0,0,0,1
39003,9,0,5,0,0,0
15360,7,0,0,0,2,1
46042,11,0,0,0,1,0
20633,8,0,1,0,3,0
19756,3,0,0,1,0,1
64069,5,5,0,0,2,1
60264,11,0,0,1,0,1
36550,9,0,1,0,2,0
58951,15,0,1,0,1,0
86126,3,0,1,0,3,0
4456,17,0,1,0,0,1
28048,12,0,1,0,1,1
69226,13,0,2,0,4,0
75259,0,0,0,0,0,0
11055,7,1,0,0,0,1
98056,12,0,1,0,0,0
81951,2,1,0,1,0,1
10087,5,3,1,1,0,1
83539,5,0,0,0,0,0
17823,12,0,2,0,1,0
24158,8,0,0,0,2,0
11921,6,0,0,0,0,0
12433,3,0,1,0,3,0
1186,4,0,0,0,1,1
67576,8,0,1,0,0,0
4206,6,0,2,0,2,1
69567,12,4,2,0,3,1
18846,7,0,0,0,0,0
74916,5,2,0,0,2,1
2675,7,0,0,0,2,0
51736,9,0,2,0,0,1
5604,18,0,1,0,1,1
50500,0,98,0,98,2,1
58338,10,0,0,0,0,0
33846,12,0,2,0,0,1
360,1,0,0,0,3,1
71900,5,0,0,0,0,0
97629,8,0,0,1,0,1
66354,11,0,0,0,3,1
3142,20,0,1,0,0,1
82273,4,0,0,0,0,0
5064,19,0,3,0,0,0
86271,26,0,2,1,0,0
79394,8,0,1,0,0,0
35965,13,0,0,0,0,0
27198,7,0,0,0,0,1
14030,5,0,1,0,0,0
28481,14,0,2,0,3,1
9672,8,3,1,2,4,1
65238,4,0,0,0,0,0
99144,4,0,1,0,0,0
92582,3,0,0,0,0,0
57670,11,0,2,2,0,0
42181,5,0,1,0,3,0
16254,23,0,2,0,0,1
54867,5,0,1,0,2,1
43726,9,0,0,0,0,1
75052,6,0,2,0,0,0
97299,12,0,2,0,2,0
15792,13,0,1,1,1,0
42146,7,0,2,0,3,0
716,15,0,0,0,0,0
1327,6,0,0,0,0,1
13258,20,0,2,0,2,0
30502,7,0,2,1,0,1
54321,9,0,0,0,0,1
593,1,0,0,0,0,0
25864,2,1,0,0,1,1
72906,11,0,2,0,0,0
12946,11,0,0,0,1,1
44031,5,0,0,0,0,1
59837,13,0,1,0,0,0
71919,5,1,1,0,0,1
26097,13,0,2,0,0,0
84429,12,0,2,0,0,0
80352,9,0,0,0,0,0
42849,9,0,1,0,0,0
58415,11,0,0,0,0,1
76955,7,1,1,0,0,1
3229,14,0,0,0,0,0
54595,7,2,0,1,1,1
90387,4,0,0,0,0,0
91368,4,0,0,0,0,0
21662,7,0,1,0,3,0
51955,13,0,3,0,2,1
88546,8,0,0,0,1,1
15257,3,0,0,0,0,1
95888,6,0,0,1,1,1
61355,1,0,0,1,0,0
92233,10,0,0,0,0,0
54802,9,0,1,0,3,1
17729,6,0,0,0,0,0
97349,10,0,0,0,0,0
78909,0,98,0,98,0,1
90270,6,0,2,0,3,0
45919,5,0,0,0,2,0
16759,4,0,0,0,2,0
10791,14,0,0,0,0,0
55126,0,2,0,1,1,1
12347,16,1,2,0,1,1
56440,4,0,0,0,1,1
32917,10,0,0,0,0,0
90731,17,0,2,0,1,0
93986,6,0,1,0,0,1
10209,7,0,1,0,2,1
98547,6,0,0,0,0,0
96885,19,0,2,1,1,1
55505,1,0,0,1,0,1
62055,17,0,2,0,1,1
73641,7,0,1,0,1,0
35833,4,0,1,0,0,0
36164,6,2,0,1,1,0
72510,11,0,0,0,0,0
12705,3,0,1,0,0,0
71040,6,0,0,0,2,1
28143,12,0,2,0,2,1
66400,14,0,1,0,0,1
8371,10,1,2,1,2,1
41273,5,0,1,1,1,1
13211,4,3,0,1,1,1
16431,12,0,2,0,3,0
97143,6,4,1,0,0,1
63189,4,0,0,0,3,0
42318,11,0,1,0,2,0
11002,9,0,1,0,2,1
58568,5,0,0,0,0,0
79005,2,1,1,3,1,1
33977,15,0,1,0,1,0
72652,14,0,2,0,0,0
6976,16,0,1,0,1,0
17068,4,0,0,0,0,0
35792,4,0,1,0,0,0
46273,0,4,0,0,0,1
25759,9,0,1,0,0,0
98912,3,0,0,0,0,1
8628,1,0,0,0,0,1
60177,12,0,2,0,2,1
47286,13,0,1,0,0,0
59322,11,2,2,0,1,1
85298,5,0,0,0,0,1
22463,4,1,0,0,2,1
83707,3,6,0,0,0,1
55333,7,1,1,0,0,1
39550,14,0,1,0,1,1
5687,17,0,1,0,0,0
62871,25,1,4,0,0,0
69720,3,0,0,0,0,0
92912,3,3,0,0,4,1
52062,1,0,0,2,4,1
94317,9,0,1,0,0,0
90098,15,0,3,3,1,1
99926,1,2,0,0,0,1
9006,5,0,1,0,0,1
79163,5,0,1,0,0,1
93862,6,0,0,1,0,1
68552,5,0,0,0,1,1
39397,10,0,1,0,2,0
56840,19,0,2,1,0,0
49447,15,0,2,0,2,1
97385,2,1,0,0,3,1
88925,3,0,0,0,0,1
93789,17,0,0,0,0,0
54258,1,5,0,1,0,1
20951,3,0,0,0,0,0
55633,13,0,0,0,0,0
22793,17,0,0,0,0,0
90985,1,0,0,0,0,0
17235,0,98,0,98,2,1
81298,13,0,1,0,2,0
67732,16,0,0,0,0,0
44531,17,0,1,0,0,1
12451,14,0,1,0,1,0
75860,1,0,0,0,2,0
63281,9,0,1,0,2,0
35365,14,0,1,0,0,1
32669,16,0,1,0,0,0
78196,18,0,0,0,0,0
60660,10,0,0,0,0,0
16374,3,1,0,0,1,1
58890,7,0,0,0,1,1
23822,17,0,4,0,1,0
5511,6,0,2,0,1,0
98668,8,0,2,0,6,0
27327,10,0,1,0,3,0
69583,10,1,2,3,1,0
51570,8,0,4,0,4,0
51174,2,0,0,0,3,0
99662,6,0,0,0,1,0
99355,6,0,1,0,0,1
36555,5,1,0,2,1,1
6933,22,0,1,0,1,0
42573,9,0,0,1,1,1
23525,12,0,0,0,0,1
26138,6,0,2,0,1,0
26062,5,0,0,0,1,1
28927,4,0,0,0,0,1
49847,16,0,2,0,1,0
20258,5,0,0,1,1,1
14469,13,0,2,0,0,1
3283,11,0,2,0,2,1
36813,8,0,3,1,2,1
53568,15,0,2,0,0,0
79243,0,0,0,0,0,0
42800,15,0,2,0,2,0
33971,4,0,1,0,0,0
9128,7,0,2,0,1,0
25855,1,2,0,0,3,1
34215,8,0,1,1,0,1
36716,12,0,2,0,2,0
88378,18,0,3,0,1,1
10925,13,0,1,0,3,1
75767,16,0,2,0,1,0
40052,7,0,2,1,1,1
94951,2,4,1,1,2,1
61157,4,0,1,0,0,0
47416,14,0,1,0,0,1
30375,11,0,0,0,0,0
93303,4,0,1,0,0,0
76479,4,1,0,0,2,1
29577,2,2,0,0,0,1
58303,10,0,1,0,1,1
69613,11,0,1,0,0,0
43467,1,1,0,0,3,1
92189,7,0,1,0,0,0
54238,8,0,0,0,0,0
58269,7,0,2,1,0,1
15461,0,0,0,0,1,0
51306,0,98,0,98,0,1
35484,29,0,0,0,0,0
70332,8,0,0,0,2,0
81380,10,0,2,0,7,0
27032,10,0,1,0,0,0
7604,13,0,2,0,2,1
24103,11,0,1,0,1,0
34799,13,0,2,0,4,0
92403,5,0,1,0,2,0
40979,6,0,0,0,2,0
28461,11,0,2,0,2,1
64066,4,1,1,0,0,1
13801,9,0,0,0,0,0
55485,1,2,0,0,2,1
33400,9,0,1,0,4,0
9388,16,0,0,0,1,1
1211,9,0,0,0,0,1
83480,14,3,2,2,1,1
33643,16,1,1,0,1,1
31444,2,0,0,0,1,0
72253,11,0,1,2,0,1
66895,8,0,2,0,0,0
83890,5,0,2,0,3,0
96104,17,0,2,0,0,0
20282,9,0,2,0,2,0
47078,11,0,0,0,1,0
87863,4,1,0,0,0,1
92172,11,0,2,0,2,0
24322,10,0,4,0,2,1
34264,11,0,2,0,0,0
68548,11,0,1,0,0,0
41047,15,0,2,0,0,1
21217,8,0,0,0,0,0
98561,10,0,1,0,1,0
34066,14,0,1,0,0,0
3791,4,0,0,0,1,0
47977,10,0,1,0,1,1
76262,6,0,0,0,0,0
29404,8,0,1,0,1,1
98842,16,0,2,0,1,0
91972,6,0,0,0,2,1
24608,10,1,0,0,1,0
55312,11,0,1,0,1,0
66938,9,0,2,0,0,1
92624,8,0,0,0,0,1
95693,5,0,0,1,0,0
62722,10,0,0,0,0,0
83364,6,0,0,0,0,0
90149,1,1,0,0,0,1
90613,15,0,1,0,2,1
32660,6,2,0,1,1,1
63302,15,0,1,0,1,0
41381,10,0,1,0,0,1
85686,6,0,0,0,0,1
76058,11,0,1,0,1,0
20510,1,1,1,1,2,1
74735,9,0,4,0,0,1
48794,7,0,1,0,1,0
3883,9,0,0,0,2,0
74752,0,3,0,0,0,1
75345,4,1,1,1,0,1
85951,22,0,3,1,4,1
918,0,0,0,0,1,0
39114,6,0,2,0,1,1
52066,3,0,0,0,0,0
48062,14,0,2,0,2,1
65312,7,0,1,0,0,0
93707,11,0,2,0,3,0
91966,10,0,1,0,0,0
61708,7,0,1,1,4,1
97483,8,0,0,0,0,1
52945,2,1,0,0,1,0
75294,11,0,2,2,0,1
93892,1,2,0,0,3,1
4189,9,0,3,0,1,0
91608,15,1,1,0,1,1
84821,4,0,0,0,1,0
40737,10,0,0,0,0,1
92410,3,0,0,0,4,0
21328,3,0,1,0,2,0
32556,8,0,1,0,0,0
29811,8,0,0,0,4,0
95129,18,0,1,0,2,0
89526,8,0,1,0,0,0
58799,23,0,1,1,0,1
97142,0,1,0,0,0,1
31159,3,0,0,0,0,0
29775,9,0,2,0,0,0
21831,8,0,1,0,0,0
53590,4,0,0,0,1,0
46865,6,0,1,0,0,1
31949,13,3,2,0,0,1
27684,2,0,0,0,0,0
55227,5,0,0,0,0,0
4650,10,1,0,2,2,1
41454,9,0,2,0,0,1
44422,1,0,0,0,0,0
24034,18,0,1,0,0,0
17604,7,0,1,1,0,1
19577,10,2,2,0,0,1
16256,1,0,0,2,2,1
77932,5,0,2,0,0,0
93082,5,0,0,0,1,1
81372,4,0,1,1,3,1
48648,6,0,0,0,0,0
96164,12,0,3,0,2,1
87401,20,0,2,0,1,0
7250,16,2,0,0,0,1
41004,8,0,0,0,0,1
65797,7,0,2,0,0,0
21544,12,0,1,0,0,0
53753,18,1,0,1,1,1
17364,6,0,1,0,0,1
25593,9,0,1,0,3,0
62405,5,0,0,0,2,1
89917,8,0,2,0,0,0
37299,2,4,0,0,0,1
54239,8,0,1,0,1,0
11621,2,0,0,1,0,1
16532,6,4,0,0,0,1
55586,0,0,0,0,0,0
82174,16,4,2,3,0,1
62828,11,0,2,0,3,0
31084,1,2,0,0,2,1
79359,21,0,0,0,3,0
62831,6,0,1,0,0,0
53056,3,0,2,0,0,0
19540,1,5,0,0,1,1
38655,18,0,1,0,1,0
64775,7,0,6,0,3,1
16608,10,0,0,1,0,1
79061,8,0,2,0,5,0
22997,19,0,1,0,0,0
68031,3,0,0,0,0,1
38825,13,0,1,0,0,0
52036,19,0,1,0,1,1
77245,2,2,0,1,1,1
48418,23,0,1,0,0,0
84970,1,0,0,0,0,0
84280,11,0,2,0,1,0
2242,2,1,0,1,2,1
71048,4,1,0,1,0,1
25161,8,2,2,2,1,1
14733,7,0,1,0,0,1
3865,3,1,1,2,3,1
51863,10,0,2,0,3,1
5062,15,0,0,0,0,1
25332,5,0,3,0,0,0
74483,14,0,2,0,4,1
99493,21,0,0,0,1,0
31626,10,0,0,0,2,0
60672,8,0,1,0,0,0
40186,7,0,2,0,0,0
80396,5,2,0,3,0,1
39548,8,0,2,0,1,0
922,8,0,0,0,2,0
74203,21,0,0,0,0,0
81838,12,0,5,0,4,0
13686,9,0,2,0,2,1
3080,9,0,2,0,1,1
90154,14,0,0,0,0,0
49044,10,2,1,4,1,1
14985,9,0,5,0,0,1
54788,2,1,0,0,0,0
57085,3,0,0,0,4,0
54101,6,0,0,0,3,0
87157,3,0,0,2,1,1
86062,22,0,2,0,0,0
55569,10,0,2,0,3,0
90405,1,0,0,0,0,1
50057,10,0,0,0,0,0
36702,10,0,0,0,0,0
1609,5,2,0,1,1,1
6596,16,0,3,0,0,1
56368,7,0,1,0,2,0
14149,3,3,0,0,0,1
45997,3,2,0,0,2,1
93146,8,0,1,0,0,1
95691,10,4,0,0,1,1
58980,11,0,3,0,0,0
97886,2,0,0,0,3,0
15396,5,0,1,0,2,1
38906,3,1,2,1,1,1
16422,16,0,1,0,0,1
33337,10,0,3,0,1,0
44798,12,0,1,0,1,1
16024,6,0,0,0,2,0
41661,10,0,0,0,1,0
61322,6,0,1,0,0,0
93897,15,0,1,0,0,0
52866,12,0,2,0,1,0
25293,4,1,0,2,0,1
3728,7,0,0,0,0,1
8123,8,0,2,0,0,0
81522,10,0,1,0,2,0
80583,5,0,0,0,0,0
89973,3,0,0,1,4,0
59613,19,0,1,0,2,0
55618,0,0,0,0,3,1
91570,9,0,2,0,1,0
85933,8,0,2,0,5,0
3308,7,1,1,0,0,1
6565,3,0,0,0,0,1
98437,10,0,0,0,0,1
86452,7,0,1,0,3,0
5499,4,2,0,1,1,1
80817,5,0,0,0,1,0
89952,7,0,1,0,0,0
45045,5,0,2,0,0,1
27338,5,1,0,0,2,1
49893,2,0,0,0,1,1
15995,11,0,1,0,3,0
12333,8,0,1,0,3,0
96439,4,0,2,0,0,0
72990,4,0,2,0,2,1
68562,10,0,1,0,1,1
27103,4,0,0,0,4,1
96956,16,0,2,0,2,1
37039,0,0,0,0,2,0
9790,12,2,1,1,1,1
77516,5,0,1,0,0,0
66425,4,2,0,0,0,1
74216,12,0,2,2,2,0
46845,10,0,0,0,2,1
72440,5,1,1,1,0,1
90552,30,0,2,0,1,1
55350,12,0,1,0,3,0
57148,14,0,2,0,1,0
55573,9,0,2,0,4,0
82855,2,0,0,0,0,0
50889,1,0,0,1,2,1
51693,7,1,1,0,1,0
74080,15,0,1,0,0,1
37626,6,0,1,0,0,0
34371,12,0,1,0,2,0
93788,6,0,1,0,0,1
37121,5,0,2,0,1,0
2800,13,0,2,0,0,1
27270,6,1,1,0,1,1
73221,9,0,2,0,1,0
73443,7,0,1,0,2,0
23365,14,0,8,1,0,1
69856,15,0,1,0,3,1
92605,2,0,0,1,1,1
3666,12,1,2,0,0,1
17812,10,0,0,0,0,0
70591,12,0,1,0,0,1
89834,10,0,1,0,3,0
26477,9,0,1,0,3,0
26689,5,0,1,0,0,0
91572,5,0,2,0,2,0
48299,6,0,1,1,0,1
1348,2,1,0,0,3,1
10134,6,0,0,0,1,1
95642,14,1,2,0,1,1
64887,8,0,1,0,1,0
99178,5,1,1,0,3,1
66855,3,0,0,0,0,0
35156,9,0,2,0,0,1
39878,9,0,1,0,0,1
37310,8,0,1,0,0,0
78022,9,0,0,0,0,0
40209,8,0,1,0,2,1
19139,3,4,1,0,0,1
6606,7,0,0,0,0,1
98567,14,0,1,0,1,0
8500,3,0,0,0,0,0
79362,20,0,5,0,3,0
34132,14,0,1,0,0,0
9888,24,0,4,0,0,1
92140,6,5,1,3,2,1
50666,14,0,3,0,0,0
90861,2,3,0,1,0,1
64516,13,0,0,0,0,0
7301,11,0,1,1,0,1
66429,10,0,2,1,1,0
11075,13,0,2,0,1,0
95143,11,0,0,0,0,0
48564,6,0,2,0,0,1
13506,6,0,0,0,0,0
8985,17,0,1,0,0,0
37473,6,2,1,3,0,1
88629,7,0,2,0,1,1
16074,13,0,1,0,0,0
8436,14,0,2,0,2,0
32163,10,2,0,0,0,1
14946,5,0,1,0,2,1
83305,8,0,0,0,0,1
24934,10,0,2,0,0,1
67195,4,0,1,0,1,0
51555,7,0,1,0,1,0
14481,5,3,0,2,4,1
74716,27,0,1,0,0,0
22802,9,0,1,0,2,0
55222,3,0,1,0,0,0
57785,7,0,1,0,1,1
19720,6,0,0,0,0,1
47609,4,1,0,0,0,1
60703,3,0,1,1,1,0
37289,3,2,0,0,1,1
8204,7,1,1,0,2,1
29243,6,0,1,0,1,0
5570,13,1,2,0,0,1
23816,12,0,2,0,0,0
71141,2,0,0,0,0,0
77774,10,0,1,0,1,1
27008,6,0,0,0,0,0
26437,1,0,0,0,1,0
42266,17,0,1,1,2,1
29391,11,0,0,0,0,0
64890,9,0,1,0,0,1
44347,9,1,0,0,2,1
13087,6,1,1,0,3,1
38751,9,0,0,0,0,0
142,11,0,1,0,0,1
281,7,0,2,0,2,0
99081,7,0,0,0,0,1
66921,18,0,12,0,3,1
96209,0,1,0,0,0,1
32785,3,0,0,0,1,1
3193,7,0,0,0,2,0
62916,11,0,2,0,2,0
62343,14,0,2,0,3,0
9524,9,1,1,2,1,1
74073,15,0,0,0,1,0
72064,2,1,0,0,1,1
21601,5,0,2,0,0,1
73744,22,0,3,0,0,0
93661,6,0,2,0,3,0
35619,6,0,2,0,2,1
40839,7,0,1,0,2,0
21467,12,0,1,0,0,0
71470,9,0,1,0,1,0
84019,9,0,1,0,2,0
94926,7,0,0,0,2,0
79970,8,0,0,4,4,1
58111,6,0,0,0,0,1
73705,1,0,0,0,0,1
1382,8,0,1,0,1,0
25142,2,1,1,1,5,1
23868,0,1,0,0,0,1
1726,6,0,1,0,0,0
2468,1,0,0,0,0,1
2129,5,0,0,0,0,0
69423,8,1,0,0,0,0
35039,4,0,0,0,2,0
4398,12,1,1,0,2,1
43674,8,0,1,0,0,1
60278,3,0,0,0,3,1
40509,0,98,0,98,5,0
45736,6,0,0,1,0,1
34601,8,0,1,0,1,1
15054,12,0,1,0,2,0
52632,22,0,1,0,0,0
88372,1,2,0,0,2,1
97287,10,0,0,0,2,0
91876,2,0,0,0,0,0
53204,11,0,1,0,2,0
94159,3,0,0,0,0,0
16309,6,0,0,1,3,1
12455,12,0,1,0,2,1
26116,9,0,0,0,1,0
86869,13,0,2,0,0,0
40096,10,0,5,0,0,1
18482,8,0,2,0,3,1
66701,26,0,4,0,0,0
28638,5,0,1,0,0,0
5300,9,0,1,1,0,0
65228,5,0,2,0,0,0
30322,6,0,0,0,1,1
76025,9,0,1,0,0,0
19361,12,0,3,0,4,0
18608,5,0,1,0,0,0
99484,7,2,0,0,0,1
10344,16,0,0,0,0,1
94609,14,0,0,0,1,0
61679,8,0,0,0,1,0
20269,19,0,4,0,1,1
18005,11,0,2,0,2,1
93653,7,0,1,0,1,1
3473,14,0,5,0,2,0
55377,5,4,0,2,3,1
10458,14,0,1,0,0,0
9857,15,0,1,0,0,1
52694,1,0,0,1,1,1
57560,10,0,1,0,1,1
91346,7,0,1,0,0,0
42902,7,0,0,0,2,1
22863,7,0,1,0,2,0
71368,7,0,2,0,0,1
8994,0,98,0,98,0,1
43782,4,1,0,3,3,1
42792,1,0,0,1,0,1
83060,9,0,3,0,0,0
18719,9,1,1,0,0,1
72345,2,0,0,0,0,1
15028,18,0,2,0,5,0
43657,9,0,2,0,0,0
80277,5,0,0,0,0,0
2441,13,0,1,0,4,0
21897,5,0,0,0,2,1
6284,5,0,0,0,0,0
47270,10,1,0,1,1,1
1055,7,0,1,0,5,0
28630,9,0,1,0,0,0
63982,11,0,2,0,0,0
59144,15,0,1,0,1,1
35297,9,0,2,1,0,0
93659,14,0,1,0,2,1
99059,4,0,0,0,0,1
63218,8,0,2,0,2,1
20622,3,0,0,1,0,1
13054,3,0,1,1,2,1
85818,9,0,1,0,0,0
67786,8,0,0,0,4,0
3694,5,0,0,0,0,0
56804,15,0,1,0,0,0
67167,20,0,2,0,0,0
70739,7,0,0,1,0,1
85203,11,0,2,1,0,1
39032,2,0,0,0,1,1
87623,3,0,1,0,0,0
57586,13,0,2,0,4,1
35947,0,0,0,0,2,1
80827,1,0,1,0,0,1
40319,10,0,1,0,0,0
98600,3,0,0,0,0,1
94009,4,0,0,0,1,0
2214,4,0,2,0,3,0
43213,7,0,2,0,7,0
9749,6,0,3,0,1,1
68901,9,0,1,0,2,0
24969,5,0,0,0,1,0
72021,11,0,2,0,0,0
80413,6,6,0,3,0,1
51629,7,0,4,0,2,0
45944,19,0,3,0,3,1
91098,18,0,1,1,2,1
95209,2,1,0,0,4,1
36559,9,0,1,0,0,1
66085,11,0,0,0,0,1
45912,8,0,2,0,2,1
40530,4,0,0,0,0,0
4619,5,0,1,0,0,1
41293,11,0,0,0,3,1
45835,6,0,0,1,0,0
50485,11,0,3,0,0,0
36215,12,0,2,0,2,0
7435,4,0,0,0,0,0
33679,17,0,2,1,0,1
94491,5,0,0,0,0,0
79498,9,0,3,0,2,1
62715,8,0,0,2,0,1
32790,6,1,1,0,0,1
44732,7,0,2,0,1,0
71352,4,0,1,0,2,0
94011,8,0,1,0,2,0
51775,15,0,1,0,0,0
18938,7,0,0,0,1,0
54692,15,0,2,0,0,0
57040,8,0,0,0,0,0
18173,6,1,1,1,2,1
16437,10,0,0,0,4,1
86883,12,0,1,0,2,0
99718,2,1,0,1,0,1
63660,6,0,1,0,0,0
88699,16,2,3,0,0,1
713,16,0,1,0,2,0
62552,11,0,2,0,1,1
49823,7,0,1,0,0,0
15630,6,0,2,0,0,0
87010,5,0,1,0,3,0
25834,7,0,0,0,0,1
76142,5,0,1,0,0,0
96719,2,0,0,0,4,1
93919,6,0,0,0,0,1
5108,5,0,0,1,0,1
62201,2,2,0,0,0,1
84716,9,0,0,0,2,0
67830,3,0,0,1,0,1
49585,17,0,1,0,0,1
91221,7,1,0,1,1,1
14347,9,0,1,0,1,0
53255,3,0,0,0,0,0
73298,5,0,0,0,1,1
41815,12,0,0,0,0,1
5044,11,0,0,0,0,0
18299,13,0,3,0,0,1
74805,8,1,1,0,0,1
1187,9,0,0,0,0,0
72203,7,0,2,0,5,1
82640,9,0,1,0,0,1
67442,9,0,1,0,7,0
97302,8,3,1,4,0,1
33178,35,0,2,0,1,0
49249,4,1,0,0,0,1
70434,4,2,0,0,2,1
7414,16,0,1,0,0,0
48873,13,0,3,1,3,1
69599,15,0,0,0,1,0
28312,10,0,0,0,1,0
38059,5,0,0,0,2,0
81969,29,0,5,7,1,0
21157,7,1,1,0,0,1
45765,1,0,0,0,1,1
22821,4,0,1,0,1,0
32310,13,0,1,0,0,1
86136,5,0,2,0,2,0
24730,9,0,1,0,2,1
20121,17,0,1,0,0,0
68402,10,0,0,0,0,0
55928,6,3,0,0,0,1
5690,6,1,1,0,0,1
6913,3,0,0,1,0,1
56067,6,0,0,0,0,1
67767,4,0,0,0,0,0
72540,8,0,0,0,0,1
10558,9,0,1,0,0,1
15369,6,0,1,0,4,0
93477,5,2,1,0,0,1
34041,17,0,7,0,0,1
88260,2,6,0,1,1,1
79799,2,1,0,1,3,1
10878,7,0,1,0,1,0
99288,13,0,2,0,1,1
12184,4,2,1,1,2,1
21558,0,98,0,98,0,1
46379,24,0,0,0,0,1
2905,8,1,2,0,0,1
37911,2,0,0,0,0,0
15755,29,0,5,0,0,1
460,20,0,2,0,0,1
67491,8,0,0,0,0,0
6773,21,0,5,0,0,0
7935,11,0,1,0,0,0
95803,13,0,1,0,2,0
51639,3,1,0,1,2,1
72920,6,0,2,0,0,0
57196,5,0,0,0,0,0
99494,18,0,1,0,4,1
11045,14,0,0,1,0,1
78682,10,0,1,0,0,0
98310,16,0,1,0,0,0
28038,8,0,2,0,0,1
24877,13,1,1,4,1,1
60961,9,0,2,0,0,0
7507,16,0,2,0,0,1
74229,5,0,1,0,0,1
57467,13,0,1,0,2,1
71696,12,0,1,0,1,1
42939,6,0,0,0,1,1
79101,1,2,0,0,2,1
14624,7,0,0,0,0,1
11599,14,0,0,0,0,1
42410,3,0,1,0,0,1
92420,0,0,0,0,0,1
25733,20,1,0,0,0,0
25693,11,0,1,0,3,1
50821,20,0,0,0,4,1
30506,16,0,0,1,0,1
29573,24,0,1,0,0,1
4709,7,0,0,0,6,1
21047,6,0,0,0,1,0
85495,11,0,2,0,2,0
40495,4,0,0,0,0,1
99498,12,0,0,0,0,1
